"PATRIC","ut30","to30","ut37","to37"
"fig|214675.23.peg.2641",69.567329,3.43277,132.861359,19.371742
"fig|214675.23.peg.2642",158.070923,4.361366,376.019867,19.048313
"fig|214675.23.peg.2643",31.959387,1.980281,74.628723,7.896441
"fig|214675.23.peg.2644",217.622665,15.129816,339.460327,57.434765
"fig|214675.23.peg.2645",129.491409,23.36894,278.595551,54.208519
"fig|214675.23.peg.2646",108.519897,48.095074,143.852676,125.205391
"fig|214675.23.peg.2647",443.053406,21.75197,578.280579,53.105965
"fig|214675.23.peg.2648",73.946381,12.378297,68.331024,21.187124
"fig|214675.23.peg.2649",4.595466,NA,4.359972,NA
"fig|214675.23.peg.2650",0.975849,0.692025,NA,1.208631
"fig|214675.23.peg.2652",1.206026,0.905995,1.653349,0.996677
"fig|214675.23.peg.2653",29.731638,2.510606,18.342295,3.908917
"fig|214675.23.peg.2654",6.522566,1.305312,6.44485,1.901988
"fig|214675.23.peg.2655",20.297899,24.655777,4.971703,12.662852
"fig|214675.23.peg.2656",2.169844,1.223014,2.514041,2.344347
"fig|214675.23.peg.2657",28.285664,2.541342,24.32863,4.343605
"fig|214675.23.peg.2658",22.191002,3.561647,10.951636,3.262383
"fig|214675.23.peg.2659",15.521949,6.873842,8.724889,8.895136
"fig|214675.23.peg.2660",2.416749,0.807891,1.01676,0.951744
"fig|214675.23.peg.2661",0.901489,1.15267,0.607759,0.919406
"fig|214675.23.peg.2663",1.669515,NA,0.966196,NA
"fig|214675.23.peg.2664",76.540749,18.555458,35.165504,14.315924
"fig|214675.23.peg.2665",1158.551636,44.177147,304.571136,31.724195
"fig|214675.23.peg.2666",30.840372,8.718007,12.261092,9.455482
"fig|214675.23.peg.2667",42.002747,0.386284,29.444374,0.877615
"fig|214675.23.peg.2668",43.299755,12.49017,17.343721,13.187787
"fig|214675.23.peg.2669",23.062256,3.661103,20.582775,4.312404
"fig|214675.23.peg.2671",10.565673,3.200873,15.564915,4.029507
"fig|214675.23.peg.2672",15.861202,0.979978,15.61473,1.771929
"fig|214675.23.peg.2673",35.739056,17.265173,12.91308,14.563446
"fig|214675.23.peg.2674",53.999283,25.581362,10.267323,18.439468
"fig|214675.23.peg.2677",5.891876,14.272811,5.057553,21.109022
"fig|214675.23.peg.2679",62.303963,29.894169,86.867783,57.634243
"fig|214675.23.peg.2680",475.906067,49.066204,341.204773,90.935036
"fig|214675.23.peg.2681",104.933228,4.697547,127.700096,13.271212
"fig|214675.23.peg.2682",34.656139,6.696061,35.789436,15.076999
"fig|214675.23.rna.29",409.547058,150.52948,754.672363,180.764236
"fig|214675.23.peg.2683",115.820618,43.11924,57.511276,43.390213
"fig|214675.23.peg.2684",13.722135,5.651673,10.126047,8.172482
"fig|214675.23.peg.2685",2.705071,0.969958,2.408249,1.203206
"fig|214675.23.peg.2686",11.137574,4.173818,11.627996,6.328667
"fig|214675.23.peg.2688",1.736104,1.968237,NA,3.790109
"fig|214675.23.peg.2689",1.755665,4.393327,0.761297,3.749156
"fig|214675.23.peg.2690",10727.640625,763.298645,1345.931274,421.797394
"fig|214675.23.peg.2691",4.166177,NA,NA,NA
"fig|214675.23.peg.2692",1.817945,2.841715,1.21009,5.860394
"fig|214675.23.peg.2693",6.552077,4.842216,5.317617,9.751252
"fig|214675.23.peg.2694",50.88298,12.506807,34.398933,16.528585
"fig|214675.23.peg.2695",102.809311,6.614105,121.874603,6.526771
"fig|214675.23.peg.2696",6.765109,2.553276,4.01276,3.203437
"fig|214675.23.peg.2699",1.896892,2.603026,1.776268,2.370893
"fig|214675.23.peg.2700",50.558453,3.302322,23.004652,2.2252
"fig|214675.23.peg.2702",19.286116,3.332667,5.785413,1.741367
"fig|214675.23.peg.2703",4.725457,0.625603,2.971606,1.007574
"fig|214675.23.peg.2706",1.401093,1.343174,1.71127,2.746781
"fig|214675.23.peg.2707",1.532276,7.571571,2.882619,9.122225
"fig|214675.23.peg.2708",207.491745,9.753574,87.858238,11.730881
"fig|214675.23.peg.2710",21.583307,4.237512,12.962147,5.067314
"fig|214675.23.peg.2711",9.483899,1.806585,5.919054,2.897917
"fig|214675.23.peg.2712",25.299585,9.341689,20.425936,14.033838
"fig|214675.23.peg.2713",356.686523,48.123676,131.344086,65.961052
"fig|214675.23.peg.2714",406.974426,26.501175,380.444336,0.586491
"fig|214675.23.peg.2715",564.485474,35.741482,147.563416,7.251213
"fig|214675.23.peg.2717",148.411591,6.861564,142.47287,12.927171
"fig|214675.23.peg.2718",396.189362,40.941544,171.306122,62.81514
"fig|214675.23.peg.2719",408.133484,33.013187,461.337708,81.597397
"fig|214675.23.peg.2720",2.995742,3.109372,5.528497,10.135973
"fig|214675.23.peg.2721",12.270466,0.809507,7.14906,1.741057
"fig|214675.23.peg.2722",28.230232,3.315845,18.15509,3.48893
"fig|214675.23.peg.2731",3.609065,0.94199,5.088799,1.666997
"fig|214675.23.peg.2723",4.815724,1.070929,4.379947,1.705837
"fig|214675.23.peg.2724",53.517052,9.685632,23.852667,12.649381
"fig|214675.23.peg.2725",86.080925,10.197961,89.029617,26.821758
"fig|214675.23.peg.2726",0.679522,0.617222,0.7737,0.561542
"fig|214675.23.peg.2727",45.222675,5.419697,50.350288,8.275083
"fig|214675.23.peg.2728",49.864414,4.045586,60.213306,9.044791
"fig|214675.23.peg.2729",134.314728,32.583279,15.463179,15.634317
"fig|214675.23.peg.2730",24.412066,0.78951,1.567585,0.966359
"fig|214675.23.peg.2732",7.024606,1.588776,4.152662,2.157769
"fig|214675.23.peg.2733",26.501501,2.120907,13.671382,2.445906
"fig|214675.23.peg.2734",9.998434,2.534944,5.423051,3.32351
"fig|214675.23.peg.2735",210.73468,12.293427,49.222038,10.405162
"fig|214675.23.peg.2736",27.949406,6.169712,9.999427,7.430519
"fig|214675.23.peg.2737",74.308945,6.234288,28.995106,7.228895
"fig|214675.23.peg.2739",0.680863,2.058158,0.673191,3.203202
"fig|214675.23.peg.2740",37.849503,3.883257,14.102137,3.013753
"fig|214675.23.peg.2742",1.332629,0.356337,1.645364,0.922597
"fig|214675.23.peg.2743",1.292344,NA,1.196334,0.409491
"fig|214675.23.peg.2745",9.111903,1.439732,9.588755,2.905787
"fig|214675.23.peg.2746",20.808949,1.896818,18.109961,2.780838
"fig|214675.23.peg.2747",35.651661,17.090448,8.406965,8.873568
"fig|214675.23.rna.30",29.369549,2.466166,26.080965,1.838812
"fig|214675.23.peg.2749",7.128432,1.835107,5.46421,3.547947
"fig|214675.23.peg.2750",1.392385,0.737964,1.73231,1.441846
"fig|214675.23.peg.2751",3.107425,1.060148,2.043161,1.967059
"fig|214675.23.peg.2752",4.893858,1.271236,4.736152,2.537873
"fig|214675.23.peg.2753",43.543911,2.25172,25.281633,2.801854
"fig|214675.23.peg.2754",0.843635,NA,NA,0.550029
"fig|214675.23.peg.2755",3.378322,0.835144,1.334255,1.082397
"fig|214675.23.peg.2756",20.896381,5.689796,10.656736,6.272238
"fig|214675.23.peg.2757",6.471955,1.476726,5.114483,1.84162
"fig|214675.23.peg.2758",10.876794,2.678827,5.642511,3.967407
"fig|214675.23.peg.2759",27.103203,1.333055,9.087154,1.355633
"fig|214675.23.peg.2760",43.756794,1.52063,23.73061,1.684375
"fig|214675.23.peg.2761",17.82826,2.99947,6.320797,3.012971
"fig|214675.23.peg.2762",13.055103,3.004712,7.060609,4.196437
"fig|214675.23.peg.2763",13.941468,4.68147,6.066075,4.4551
"fig|214675.23.peg.2764",22.483665,5.20471,5.628236,5.31206
"fig|214675.23.peg.2765",4.758848,1.61694,2.701901,1.341195
"fig|214675.23.peg.2766",10.640357,1.60124,2.936308,2.195958
"fig|214675.23.peg.2767",5.898204,2.27666,2.205241,1.615383
"fig|214675.23.peg.2768",289.252319,9.800116,NA,9.524431
"fig|214675.23.peg.2769",59.780743,10.769694,8.220066,2.697213
"fig|214675.23.peg.2770",20.510792,1.670861,7.545644,1.67032
"fig|214675.23.peg.2771",11.83496,2.456046,3.33922,2.166822
"fig|214675.23.peg.2772",23.800182,4.168093,5.684125,1.863449
"fig|214675.23.peg.2773",75.357323,5.903508,12.641845,2.401258
"fig|214675.23.peg.2774",8.80167,1.514999,1.962088,1.275385
"fig|214675.23.peg.2775",31.160917,4.867087,4.007797,1.640167
"fig|214675.23.peg.2776",9.560258,5.655133,1.223909,2.410733
"fig|214675.23.peg.2777",18.988434,5.150532,2.901147,1.339907
"fig|214675.23.peg.2778",21.569635,3.262077,2.681147,1.888192
"fig|214675.23.peg.2779",5.485845,1.333191,5.028005,1.8666
"fig|214675.23.peg.2780",1.151674,0.538421,2.108373,2.964011
"fig|214675.23.peg.2781",46.394821,11.259569,58.805759,33.830929
"fig|214675.23.peg.2782",47.948822,6.178524,112.464287,24.475571
"fig|214675.23.peg.2783",95.961815,18.840992,77.638916,52.785625
"fig|214675.23.peg.2784",212.902466,42.907169,239.240082,96.024567
"fig|214675.23.peg.2785",8.652251,2.349567,2.35,1.833101
"fig|214675.23.peg.2787",22.308567,4.245032,81.284431,48.327412
"fig|214675.23.peg.2788",8.21943,0.560157,77.181129,5.062911
"fig|214675.23.peg.2789",151.668381,66.067329,331.406464,471.020966
"fig|214675.23.peg.2790",14.903937,4.011402,47.669243,18.264767
"fig|214675.23.peg.2791",2.640229,NA,2.175281,0.518896
"fig|214675.23.peg.2792",48.286644,27.536409,20.229795,22.235863
"fig|214675.23.peg.2793",77.860039,2.489159,22.613384,4.74265
"fig|214675.23.peg.2797",9.36325,2.852934,3.043993,3.746215
"fig|214675.23.peg.2794",0.743418,1.835522,1.007918,3.976051
"fig|214675.23.peg.2795",56.219803,9.166678,30.985325,11.645928
"fig|214675.23.peg.2798",2.888781,0.732862,1.983495,0.759019
"fig|214675.23.peg.2799",22.06105,1.151591,13.202825,1.552534
"fig|214675.23.peg.2800",14.973628,2.491296,8.034133,2.442984
"fig|214675.23.peg.2801",3.585526,1.053773,2.146089,1.269021
"fig|214675.23.peg.2802",1.091623,NA,0.661961,NA
"fig|214675.23.peg.2803",1.03359,NA,1.503341,0.835097
"fig|214675.23.peg.2804",22.720402,2.097774,156.105316,3.718117
"fig|214675.23.peg.2805",33.2537,23.680643,31.594889,51.771904
"fig|214675.23.peg.2806",462.99173,21.460051,343.563354,49.301556
"fig|214675.23.peg.2807",17.401033,12.207521,25.178841,25.321634
"fig|214675.23.peg.2808",144.671631,16.953279,61.242905,15.682458
"fig|214675.23.peg.2809",2.232781,6.020834,53.340248,8.374529
"fig|214675.23.peg.2810",1.26511,NA,NA,0.830233
"fig|214675.23.peg.2811",295.919403,12.546207,69.692284,5.84258
"fig|214675.23.peg.2812",13.099042,NA,9.922552,0.460952
"fig|214675.23.peg.2813",11.892912,2.950393,3.084458,3.504136
"fig|214675.23.peg.2814",13.037073,2.12127,4.912062,1.596291
"fig|214675.23.peg.2815",4.218265,2.903382,7.558918,2.601008
"fig|214675.23.peg.2816",152.449341,30.394306,49.916351,30.034275
"fig|214675.23.peg.2817",3.019762,1.128217,1.078015,1.70659
"fig|214675.23.peg.2818",14.724776,8.641729,22.237913,13.019279
"fig|214675.23.peg.2819",4.658118,5.122451,3.289046,5.734253
"fig|214675.23.peg.2820",15.004025,7.954919,11.039358,10.136911
"fig|214675.23.peg.2821",19.84318,7.6239,15.497311,14.777346
"fig|214675.23.peg.2822",30.959064,2.371608,41.261883,5.022606
"fig|214675.23.peg.2823",12.3106,3318.697754,11.51489,1022.586853
"fig|214675.23.peg.2824",10.114905,1.979344,7.054323,2.361305
"fig|214675.23.peg.2825",4.946081,2.043427,4.696492,2.381617
"fig|214675.23.peg.2826",22.449486,2.218917,13.810583,3.508722
"fig|214675.23.peg.2827",4.290695,2.080071,11.433886,7.052948
"fig|214675.23.peg.2828",87.722809,13.867357,NA,36.621452
"fig|214675.23.peg.2829",71.109261,6.553795,29.264843,7.847336
"fig|214675.23.peg.2830",3.114726,6.177977,3.910959,7.459795
"fig|214675.23.peg.2831",2.016025,1.995809,4.260362,5.317045
"fig|214675.23.peg.2832",5.843709,8.829999,5.748785,13.16619
"fig|214675.23.peg.2833",203.507904,14.075105,NA,19.527143
"fig|214675.23.peg.2946",1.19647,NA,0.693661,NA
"fig|214675.23.peg.2943",17.791304,1.077092,15.412053,2.035553
"fig|214675.23.peg.2934",4.122092,1.169577,1.532294,0.963194
"fig|214675.23.peg.2935",1.768246,NA,1.304178,NA
"fig|214675.23.peg.2936",121.604797,3.713156,42.781456,3.630803
"fig|214675.23.peg.2937",5.923907,0.896834,3.675568,1.371929
"fig|214675.23.peg.2938",14.413876,18.402052,7.450013,23.315891
"fig|214675.23.peg.2939",228.923401,94.71199,100.987602,77.543541
"fig|214675.23.peg.2940",104.141174,34.838177,42.270275,35.158699
"fig|214675.23.peg.2942",1.249179,1.663574,0.898471,1.922416
"fig|214675.23.peg.2947",5.947036,2.03841,9.250406,2.695911
"fig|214675.23.peg.2948",26.124855,2.302566,13.434079,2.797998
"fig|214675.23.peg.2949",18.869942,4.919253,21.415415,6.978092
"fig|214675.23.peg.2836",6.19231,1.067153,8.799986,2.639901
"fig|214675.23.peg.2837",11.317649,4.571626,12.324052,7.385253
"fig|214675.23.peg.2838",253.263031,16.649763,160.346542,29.313601
"fig|214675.23.peg.2839",8.9917,1.448757,4.412133,2.379612
"fig|214675.23.peg.2840",26.308434,5.645432,23.143902,8.067266
"fig|214675.23.peg.2841",63.038216,11.770398,28.871868,12.646199
"fig|214675.23.peg.2842",41.124134,4.446159,30.802439,7.379554
"fig|214675.23.peg.2843",45.120144,11.426327,28.165585,15.297179
"fig|214675.23.peg.2844",24.176479,2.665166,25.064522,5.208808
"fig|214675.23.peg.2845",3.039652,1.614982,5.230299,3.990635
"fig|214675.23.peg.2846",22.754765,2.176627,24.825146,3.243058
"fig|214675.23.peg.2848",45.235195,4.997104,22.942318,7.025328
"fig|214675.23.peg.2850",2.186247,NA,0.8365,NA
"fig|214675.23.peg.2851",11.400741,2.499529,11.729762,4.638593
"fig|214675.23.peg.2852",5.261069,0.528238,6.126205,1.091295
"fig|214675.23.peg.2854",3.066291,1.646168,7.743649,7.566284
"fig|214675.23.peg.2855",32.431709,2.025164,69.152023,11.94375
"fig|214675.23.peg.2856",1.291933,1.621698,22.106256,7.886343
"fig|214675.23.peg.2857",3.644495,0.954979,7.959279,5.415154
"fig|214675.23.peg.2858",3.521096,1.104224,8.263837,4.478765
"fig|214675.23.peg.2859",48.064388,6.25763,95.801308,21.931522
"fig|214675.23.peg.2860",10.111754,1.497274,12.133864,4.216465
"fig|214675.23.peg.2861",35.300423,5.387712,12.885872,5.590886
"fig|214675.23.peg.2862",16.205221,2.559082,26.04534,7.583055
"fig|214675.23.peg.2863",4.973811,1.888917,6.863465,4.246914
"fig|214675.23.peg.2866",23.171841,2.125918,20.66769,4.195146
"fig|214675.23.peg.2868",12.603276,3.783137,3.713245,2.777515
"fig|214675.23.peg.2869",28.217392,4.243271,14.216026,3.318441
"fig|214675.23.peg.2870",17.164326,1.552864,11.050346,2.194455
"fig|214675.23.peg.2871",1.316556,NA,0.65164,0.719535
"fig|214675.23.peg.2873",0.717084,NA,NA,0.500445
"fig|214675.23.peg.2874",2.837238,0.670175,1.732217,0.966091
"fig|214675.23.peg.2875",10.167561,0.987805,6.506582,0.994782
"fig|214675.23.peg.2876",5.459156,NA,8.846684,0.910728
"fig|214675.23.peg.2877",8.397187,1.493094,7.718127,2.110389
"fig|214675.23.peg.2878",2.91493,0.591863,3.171841,0.404445
"fig|214675.23.peg.2880",87.211395,5.178982,31.966755,4.63736
"fig|214675.23.peg.2881",13.527513,1.885338,16.618242,2.565244
"fig|214675.23.peg.2882",1.433375,2.137227,3.494449,4.600663
"fig|214675.23.peg.2883",34.977505,7.932805,32.720646,11.226381
"fig|214675.23.peg.2884",124.227798,35.218578,52.016869,39.629097
"fig|214675.23.peg.2885",131.086227,20.682188,90.536438,26.417765
"fig|214675.23.peg.2886",24.478464,1.394172,31.119308,1.066219
"fig|214675.23.peg.2887",81.069756,4.500226,21.875017,5.300171
"fig|214675.23.peg.2888",92.627129,8.036844,53.406567,11.482546
"fig|214675.23.peg.2889",56.635101,19.151737,19.865021,18.624699
"fig|214675.23.peg.2890",6.843668,2.238595,5.837272,2.129774
"fig|214675.23.peg.2891",11.0421,1.244737,11.38337,1.848557
"fig|214675.23.peg.2892",23.892054,5.372617,22.43578,10.489928
"fig|214675.23.peg.2893",161.156998,8.444408,68.336121,12.385156
"fig|214675.23.peg.2894",19.674826,6.685115,15.435927,8.183989
"fig|214675.23.peg.2895",16.830383,4.242561,20.655706,6.279421
"fig|214675.23.peg.2896",5.225387,1.668046,NA,3.612255
"fig|214675.23.peg.2899",1.205224,0.459827,0.730002,0.412023
"fig|214675.23.peg.2900",0.925165,1.897347,1.716739,1.597596
"fig|214675.23.peg.2901",14.256924,3.842291,5.960494,2.471378
"fig|214675.23.peg.2902",16.170864,2.889086,6.00734,2.407576
"fig|214675.23.peg.2903",1.72715,3.27451,2.756639,4.570892
"fig|214675.23.peg.2904",88.56015,9.095869,92.727913,9.753073
"fig|214675.23.peg.2905",63.278049,44.716702,47.87619,63.172405
"fig|214675.23.peg.2906",23.862217,4.342323,17.338398,4.230599
"fig|214675.23.peg.2907",106.47319,18.436275,33.327831,11.400242
"fig|214675.23.peg.2908",15.600074,21.649097,7.853858,14.24522
"fig|214675.23.peg.2909",961.044861,14.865369,613.221191,26.621925
"fig|214675.23.peg.2910",8.581182,2.251637,36.921692,4.373043
"fig|214675.23.peg.2913",119.531395,20.016893,13.063675,3.070091
"fig|214675.23.peg.2914",48.571712,5.150985,11.013047,2.127074
"fig|214675.23.peg.2915",10.776401,NA,1.376793,NA
"fig|214675.23.peg.2916",24.528284,4.323116,NA,2.025661
"fig|214675.23.peg.2917",30.958084,1.206706,14.054637,1.82994
"fig|214675.23.peg.2919",18.314598,10.785203,16.613104,21.157261
"fig|214675.23.peg.2920",16.380421,NA,13.049116,0.900956
"fig|214675.23.peg.2921",14.542061,7.078314,8.244367,7.181107
"fig|214675.23.peg.2922",3.133101,2.682435,5.084097,4.837926
"fig|214675.23.peg.2923",37.351841,9.671942,67.538094,31.869598
"fig|214675.23.peg.2924",48.148888,5.842289,81.035591,27.497801
"fig|214675.23.peg.2925",84.290466,11.93475,160.602768,41.776264
"fig|214675.23.peg.2926",49.530357,8.777201,62.295452,25.044195
"fig|214675.23.peg.2927",12.858226,2.112331,21.084368,9.662913
"fig|214675.23.peg.2928",22.288776,3.175733,40.103729,10.862326
"fig|214675.23.peg.2929",30.73522,2.676598,40.924004,9.372358
"fig|214675.23.peg.2930",2.317734,0.486258,6.814148,2.897258
"fig|214675.23.peg.2931",0.805637,0.398597,0.847525,1.513688
"fig|214675.23.peg.2933",11.109901,0.987306,6.741283,0.749768
"fig|214675.23.peg.2993",3.423452,1.011354,4.427165,2.717419
"fig|214675.23.peg.2994",5.518251,2.816634,5.142523,5.83951
"fig|214675.23.peg.2995",47.591522,2.75421,57.719074,6.854445
"fig|214675.23.peg.2996",0.942016,1.183677,1.627736,2.734754
"fig|214675.23.peg.2997",0.907356,1.714773,NA,1.727532
"fig|214675.23.rna.31",12.082534,3.953814,17.079271,2.70079
"fig|214675.23.rna.32",15.348058,11.019694,51.750095,7.425434
"fig|214675.23.peg.2998",1.759052,0.500504,1.797377,1.748204
"fig|214675.23.peg.2951",26.274645,2.188753,36.35746,4.785064
"fig|214675.23.peg.2952",11.64586,2.833974,6.774715,6.345039
"fig|214675.23.peg.2953",149.735397,10.432241,105.534538,13.892469
"fig|214675.23.peg.2955",11.659209,2.016338,14.419205,4.001552
"fig|214675.23.peg.2956",16.103624,3.363326,17.095526,6.262818
"fig|214675.23.peg.2957",2.490006,2.29967,3.828706,4.178619
"fig|214675.23.peg.2958",11.904515,2.492565,11.372458,5.466014
"fig|214675.23.peg.2959",21.689138,3.965101,20.510443,6.906282
"fig|214675.23.peg.2960",19.25477,1.228233,33.149719,2.488188
"fig|214675.23.peg.2961",12.829886,3.260478,11.60061,6.580828
"fig|214675.23.peg.2962",25.641335,1.952269,32.310848,6.172208
"fig|214675.23.peg.2963",46.116119,4.170244,20.745914,5.179751
"fig|214675.23.peg.2964",193.047333,11.835677,80.370926,10.322105
"fig|214675.23.peg.2965",6.195495,4.546692,11.192683,6.231781
"fig|214675.23.peg.2966",92.42234,7.771483,52.582066,7.67408
"fig|214675.23.peg.2967",35.374622,4.601222,37.710857,7.08948
"fig|214675.23.peg.2968",26.458191,1.939631,24.456785,5.74188
"fig|214675.23.peg.2969",3.500189,2.163917,4.791392,3.433387
"fig|214675.23.peg.2970",64.202621,4.375048,61.604446,8.570029
"fig|214675.23.peg.2971",26.072342,4.656249,21.642311,8.968573
"fig|214675.23.peg.2972",10.436008,1.91195,8.601084,3.474485
"fig|214675.23.peg.2973",34.571522,7.966872,17.885244,7.088935
"fig|214675.23.peg.2974",107.672661,8.932611,54.507366,12.549314
"fig|214675.23.peg.2975",1.16576,4.242061,1.347187,3.089832
"fig|214675.23.peg.2976",2.303165,10.931947,1.731987,10.12834
"fig|214675.23.peg.2977",145.838593,116.905998,53.80685,97.475784
"fig|214675.23.peg.2978",11.529,4.664417,10.906618,8.777545
"fig|214675.23.peg.2979",44.362495,5.481349,39.035828,7.399971
"fig|214675.23.peg.2980",343.858459,15.721511,41.168846,17.390526
"fig|214675.23.peg.2981",134.658371,16.301258,60.766376,14.039802
"fig|214675.23.peg.2982",75.123611,21.026281,32.211742,20.991371
"fig|214675.23.peg.2983",13.363816,9.492929,7.426877,8.691673
"fig|214675.23.peg.2984",9.295323,1.378251,9.686839,3.175516
"fig|214675.23.peg.2985",27.020817,2.763733,20.312801,5.329393
"fig|214675.23.peg.2986",158.871582,18.935371,133.221802,30.583868
"fig|214675.23.peg.2987",17.895538,10.896421,13.887177,20.902712
"fig|214675.23.peg.2988",1.260297,5.073407,1.171186,5.501445
"fig|214675.23.peg.2989",23.399118,4.694047,20.600775,6.645322
"fig|214675.23.peg.2990",64.615761,11.359797,34.122726,14.578019
"fig|214675.23.peg.2991",182.587234,61.245483,105.019897,92.233368
"fig|214675.23.peg.2992",112.719841,42.557892,25.798391,16.399595
"fig|214675.23.peg.2999",3.340781,0.672752,2.892981,1.061851
"fig|214675.23.peg.3000",45.048012,8.081079,26.85878,10.983357
